label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
1	874 kg	-1.3603	golf	rabbit	378	0.5773	0.3204	-0.4617	-854 mph	0.5132	1475	1.8086	440	541
0	1289 kg	1.1147	Badminton	bird, guinea pig	-917	1.16	-0.1411	0.3716	2084 mph	0.878	-2047	0.7885	2517	-874
3	257 kg	-1.4861	track & field	chicken, cat	318	1.0197	0.291	-0.7041	1762 mph	1.0038	-59	0.3316	-246	811
2	1224 kg	0.7907	baseball	pig	-202	1.3651	1.0669	-1.1377	1232 mph	-0.5312	154	0.7177	-151	-964
1	-446 kg	0.5795	soccer	rabbit	684	0.7237	0.7837	-0.8115	-508 mph	0.778	876	-0.3184	207	-816
1	717 kg	-0.6075	soccer	hamster	603	0.1549	1.2179	1.1684	-168 mph	0.7334	-1101	-0.1445	2592	1063
3	1843 kg	-0.3028	track & field	ferret	-630		0.78	0.4139	745 mph	-0.4934	-8	-0.9282	2034	483
3	2095 kg	1.2304	None	ferret	-401	1.3598	0.4365	-0.1437	994 mph	1.1697	-1676	1.1189	-1459	1054
2	1911 kg	-0.0285	ice hockey	dog	588	-0.1085	0.3437	1.4599	-809 mph	2.8235	1540	0.7773	486	1502
1	-41 kg	-0.5533	soccer	hamster	-265	0.4776	-0.122	0.73	520 mph	1.8153	1652	-1.3195	2567	-717
1	476 kg	1.0226	soccer	rabbit	-72	-1.185	1.1061	0.2823	805 mph	-1.1697	-1672	1.8021	-721	-789
3	775 kg	-1.9766	golf	ferret, cat	587	0.5705	0.9337	-1.1546	1548 mph	0.6046	894	0.1728	1484	-320
2	2134 kg	2.389	baseball	rat	623	0.1258	1.0779	0.124	-991 mph	0.4052	708	-0.3327	-276	112
3	935 kg	-1.6454	track & field	chicken	273	1.3664	0.7264	0.5115	746 mph	0.7494	-631	-1.0366	1236	-1446
2	2039 kg	-0.0221	boxing	rat	525	1.0809	1.7894	0.8685	495 mph	-0.7036	2316	-0.0382	-733	842
0	581 kg	0.0819	football	fish, bird	472	0.8456	2.1618	-0.0341	2741 mph	1.8462	89	-0.1269	2902	1086
2	1348 kg	-1.419	boxing	rat	488	0.7407	N/A	1.6702	246 mph	0.7366	695	0.5374	1120	2380
0	443 kg	-0.0483	football	guinea pig, fish	1532	0.574	-1.0424	-0.3759	1616 mph	1.0611	-1398	-0.7953	-581	1568
3	825 kg	-1.8155	motor sports	chicken, cat	63	1.0414	0.2764	0.4462	293 mph	-0.337	92	0.601	-682	1101
2	480 kg	-0.1925	baseball	rat, pig, dog	-133	0.5749	0.9784	-0.0638	2057 mph	1.5961	-275	0.1498	2382	-880
0	861 kg	-0.8695	football	GUINEA PIG, BIRD	11	1.0113	0.0072	-0.7749	2468 mph	0.0357	562	-0.2603	910	173
3	1684 kg	1.1639	TRACK & FIELD	chicken, cat	1153	0.8903	-0.2449	1.0567	-677 mph	-0.5949	-1021	0.6155	-668	1302
2	1482 kg	0.1074	boxing	reptile, pig, dog	1304	0.7208	0.1203	0.3884	-166 mph	-0.1266	-204	-0.8352	1398	-701
1	-612 kg	-0.6398	running	hamster	360	-0.087	-0.0517	-1.627	-195 mph	-0.0006	-109	-0.8547	761	766
3	2113 kg	0.972	track & field		761	-0.559	1.1289	0.3272	1772 mph	0.2141	278	0.7867	1619	1091
0	-577 kg	2.0238	badminton	fish, bird	756	1.6262	0.7261	0.871	944 mph	-0.2899	1032	0.6133	485	723
2	499 kg	0.8012	BASEBALL	pig, rat	1202	0.5854	None	1.262	-1135 mph	-0.2574		-0.1887	862	1017
3	677 kg	-0.5088	motor sports	cat, chicken	484	1.4328	1.0174	1.367	1628 mph	1.2987	-64	0.3829	1776	152
2	1181 kg	-1.2565	boxing	pig, dog	-680	-0.3649	0.712	0.7671	-290 mph	1.0642	-265	0.8234	2029	1230
2	-254 kg	-1.4141	tennis	dog	667	1.6735	0.5575	1.2229	-1196 mph	1.5307	1430	0.1742	666	1614
0	-764 kg	-0.7838	volleyball	fish, guinea pig	-181	-0.2541	1.1108	-0.0145	-88 mph	1.5016	-652	-0.471	-146	-511
2	2344 kg	0.1925	tennis	dog, pig	-812	1.542	0.689	1.3691	344 mph	0.1763	215	0.0629	394	974
1	-559 kg	-1.4022	soccer	rabbit	-384	-0.4473	0.0575	1.4556	1108 mph	0.5875	2437	0.5877	665	-1146
3	1020 kg	-0.148	motor sports	chicken	-367	2.1195	0.1238	-1.2087	-318 mph	0.2059	-510	0.948	n/a	526
0	365 kg	0.8691	football	fish, bird	153	1.2748	0.5921	-0.3151	771 mph	0.6724	37	0.1504	-1118	1084
2	1874 kg	0.3608	tennis	pig, reptile, dog	728	1.0616	0.4229	0.9669	183 mph	0.8914	477	0.2544	1627	210
2	2542 kg	-1.7814	boxing	rat, dog	-6	1.0862	1.5346	0.6004	276 mph	1.2508	-2747	0.7255	1277	678
3	-336 kg	-2.6139	motor sports	ferret	492	?	0.5405	-0.4401	588 mph	1.3207	-508	-0.1952	302	382
1	-754 kg	0.0738	running	hamster	-115	0.8022	0.8328	-0.6832	980 mph	-1.3743	1153	-0.0738	1022	173
3	1361 kg	-0.0135	track & field	chicken	214	0.4366	0.9474	0.0375	2477 mph	-0.4636	-1369	-0.257	-183	-568
2	666 kg	-0.2718	Boxing	reptile, dog	-389	1.0709	-0.134	-0.0047	-836 mph	1.3942	-93	0.6929	454	1464
1	1233 kg	1.8599	soccer	hamster	-1486	0.3641	-0.3287	1.1628	-90 mph	0.6317	749	2.4609	-412	172
2	297 kg	-1.534	boxing	reptile, dog	521	2.3011	0.2667	-0.4181	501 mph	1.9745	234	-0.1311	1138	1519
2	-2 kg	0.3674	ice hockey	dog	1118	0.7044	0.5683	1.1797	988 mph	1.5837	776	0.5671	1004	1701
2	1078 kg	0.9001	baseball	rat	1481	None	-0.3041	0.9907	-1125 mph	1.0019	211	-0.4639	1319	-369
0	-41 kg	0.3317	football	guinea pig, fish	715	0.2088	1.2518	-1.0242		1.6683	143	1.4373	-1162	381
3	1616 kg	1.0295	track & field	ferret, chicken	-355	0.8222	0.207	-0.1579	1031 mph	0.7335	133	0.1509	1095	14
0	-362 kg	0.6489	football	bird, fish	891	0.8642	0.6596	-2.6657	1239 mph	0.0628	1546	0.9977	-711	2680
1	-355 kg	1.1493	golf	hamster	161	0.9075	2.2835	-0.1359	n/a	1.2214	2157	1.1484	863	-716
3	1252 kg	1.0492	motor sports	chicken, ferret	35	1.0754	0.4398	1.6951	1986 mph	0.3047	2049	1.9062	129	201
1	360 kg	-0.0643	soccer	rabbit	-1155	-0.216	1.4041	-0.3595	-250 mph	-0.475	290	1.6872	835	-271
0	601 kg	1.1742	football	bird	257	0.8636	-0.1293	0.4026	1171 mph	1.6149	264	2.3208	400	1739
0	204 kg	0.5492	football	guinea pig	397	0.9615	-0.3587	0.2785	2023 mph	0.1723	1866	1.5573	1350	-418
1	1130 kg	0.5494	running	hamster	389	0.4429	1.4696	-0.5928	-221 mph	1.8501	-401	-0.6213	1795	281
2	509 kg	1.9536	tennis	reptile	-836	-0.2805	-0.5605	NULL	137 mph	0.9508	-535	0.3443	846	114
0	1460 kg	1.2407	volleyball	fish	874	0.2461	2.0403	-1.3422	1306 mph	1.3635	-895	0.0943	881	567
0	-1205 kg	1.87	volleyball	guinea pig, fish	-1002	0.7348	0.876	0.8372	256 mph	0.5711	440	1.1319	1446	303
0	-408 kg	0.6017	volleyball	fish	-272	0.5218	0.8021	0.9706	-251 mph	1.6862	54	-1.4695	116	298
3	898 kg	-0.1991	motor sports	chicken	1192	-0.2091	0.4972	1.4048	553 mph	-0.0412	2461	-0.4036	N/A	-208
0	-812 kg	0.9109	badminton	guinea pig	-233	0.2037	0.4139	0.6763	818 mph	-0.1816	-55	-1.2439	-972	1342
3	834 kg	1.6165	track & field	cat	2125	-1.5901	0.6969	0.7664	1551 mph	0.5112	2176	2.3268	-341	-175
2	-104 kg	-0.6911	?	rat, dog, pig		0.4917	-1.0452	0.6791	212 mph	1.3325	2390	1.5691	1920	1009
2	1232 kg	0.9151	ice hockey	dog	-601	-0.0655	0.1659	1.8884	373 mph	2.243	1439	-0.2941	1015	230
2	596 kg	-0.6032	baseball	pig, reptile	1538	0.3638	-0.2072	-0.2484	-63 mph	2.3991	-500	1.5719	1018	622
0	-237 kg	0.2639	volleyball	fish	-146	-0.4437	0.1727	n/a	1044 mph	1.479	1355	-0.0303	2154	1567
0	292 kg	0.9832	football	guinea pig	-310	2.2493	0.7186	1.1116	2176 mph	1.051	837	0.3627	1017	840
2	659 kg	2.16	tennis	reptile, pig	-532	-0.3497	1.5028	1.0467	-1217 mph	2.0415	1773	-1.4384	2157	1131
0	-284 kg	1.3048	badminton	bird, guinea pig	-1444	0.8299	-0.3657	0.7632	2482 mph	-0.2159	-949	0.92	2904	1903
2	767 kg	-0.1574	ice hockey	dog, pig	1206	-0.227	1.0423	0.6883	624 mph	1.489	-268	0.4867	1018	-107
0	542 kg	0.3707	badminton	fish, bird	-27	0.0588	0.2262	0.1399	114 mph	0.7043	1147	0.8495	688	None
3	938 kg	1.3836	motor sports	chicken	778	0.0308	0.1858	0.3103	1025 mph	0.6347	51	0.5937	-754	-1329
3	758 kg	0.9582	motor sports	ferret, cat	-398	0.5654	0.605	0.4297	-690 mph	-0.2022	743	-0.3856	1328	51
3	1459 kg	-0.3876	track & field	bird	1035	1.6691	0.5924	1.6557	1664 mph	-0.6399	1717	-0.4885	104	118
0	1337 kg	-0.2274	badminton	bird	-990	0.0712	0.9863	0.3272	455 mph	0.4663	-920	-0.0438	1329	118
2	1077 kg	0.9835	baseball	dog	-36	0.9758	0.1796	1.6914	1201 mph	0.4281	1596	1.0125	1907	-199
0	1080 kg	1.0403	badminton	fish, bird	522	2.1981	0.1186	0.8044	2012 mph	1.2097	-503	1.7675	2201	298
1	251 kg	1.1407	running	hamster	1553	0.0068	-0.1943	-1.4241	236 mph	0.6225	943	1.723	363	-28
2	1196 kg	0.8108	ice hockey	dog	-1207	0.7721	0.0955	1.8917	327 mph	0.8676	-74	0.821	-335	-612
3	740 kg	1.4997	motor sports	chicken, ferret	1712	0.3337	0.5679	1.4055	1856 mph	1.9542	-672	0.2839	-17	382
2	2091 kg	0.4552	boxing	rat, pig, reptile	1469	0.2046	0.5542	0.6492	1000 mph	1.1054	751	0.6171	-351	529
2	819 kg	0.6664	tennis	rat, pig, reptile	2613	0.334	0.9557	0.851	-158 mph	2.0598	603	-0.2023	1583	906
3	30 kg	1.3191	motor sports	chicken, cat	1074	0.0823	0.2902	-0.5115	453 mph	1.4865	1190	-1.4299	586	128
0	103 kg	0.6552	badminton	guinea pig, bird	900	1.0179	0.894	0.3873	216 mph	0.2604	882	0.5425	318	1309
2	1351 kg	1.0356	baseball	dog, reptile, pig	-326	0.2796	1.1513	0.4834	-340 mph	0.2942	-740	-1.0764	1372	-529
3	858 kg	-0.3575	track & field	chicken	1624	1.2275	0.6617	1.1332	2435 mph	0.5208	-594	1.4235	1379	-777
2	836 kg	-0.8839	ice hockey	dog, pig, rat	1741	1.6652	-0.7958	1.282	-956 mph	0.5594	-10	0.5851	757	1493
2	397 kg	1.4023	baseball	reptile, rat, dog	-536	0.8252	0.9808	1.8391	474 mph	0.2607	997	0.5667	-243	-669
0	394 kg	0.9828	badminton	fish	966	0.483	-0.2495	0.7525	-497 mph	-0.2174	-1533	-0.3432	1150	1596
2	1507 kg	1.3156	boxing	reptile, dog	1733	0.6822	-0.167	1.4137	715 mph	1.4751	-2467	-1.1426	1327	-1110
3	1946 kg	0.4535	track & field	chicken	-314	1.8971	0.5222	-0.5015	448 mph	0.3905	-1484	-0.8357	531	210
2	21 kg	0.1647	tennis	dog, pig	1799	1.2833	1.3772	1.2131	1048 mph	1.29	-365	-0.1485	-1414	-475
2	-53 kg	0.2535	ice hockey	rat	-554	1.5757	-0.5831	1.1552	-409 mph	-0.0487	1031	-0.5611	-40	-480
2	2498 kg	0.1181	boxing	pig, dog	1777	0.7604	0.4781	1.423	526 mph	-0.8542	1346	-0.4615	1274	-1197
3	-908 kg	0.3722	NULL	ferret, chicken	-264	0.2626	1.9625	-1.562	2035 mph	0.241	229	1.064	-654	1176
1	15 kg	-1.6065	soccer	hamster	191	0.1374	1.3058	0.2249	166 mph	-1.1334	1169	-0.7058	952	-1311
2	968 kg	-0.2926	ice hockey	pig, reptile	2012	-0.7087	-0.4867	0.5658	-428 mph	0.2761	-526	-0.8831	1255	303
0	232 kg	0.9121	volleyball	fish	743	0.4775	-0.532	2.3778	630 mph	1.6802	-179	0.9908	663	1187
2	1758 kg	0.9526	ice hockey	dog	771	0.3154	0.145	0.3204	1052 mph	1.2994	699	1.4161	1365	491
2	1566 kg	-1.7671	boxing	rat, pig, dog	-587	1.2863	-0.1899	0.5017	647 mph	0.3382	2076	0.5351	841	-925
1	547 kg	1.7631	golf	rabbit	1186	0.6742	-0.2545	2.0131	846 mph	0.4792	663	-0.0374	1026	3701
1	-104 kg	1.5177	golf	N/A	-79	-0.0141	2.0545	0.5889	755 mph	-0.3842	92	-0.6204	309	-455
0	23 kg	0.7796	football	bird, fish	-310	-0.0367	0.6608	0.1943		0.8283	2594	-0.5057	1464	782
0	833 kg	0.9566	volleyball	fish	-318	0.8523	0.6005	-1.2332	818 mph	1.687	2071	1.0198	55	1627
1	899 kg	-0.3826	baseball	rabbit	273	0.3606	0.5525	0.2806	1382 mph	0.8302	-844	1.3704	-966	-1111
1	-382 kg	1.5401	basketball	hamster	405	0.4975	-0.0554	-0.6653	403 mph	1.0414	-377	?	-433	111
3	201 kg	1.3113	MOTOR SPORTS	cat, chicken	705	0.5966	0.6044	-0.9158	976 mph	-0.8881	-297	-0.1772	863	518
2	408 kg	0.4957	baseball	reptile, pig	963	-0.337	0.4648	2.0865	22 mph	1.8516	-358	1.037	667	-1690
2	1989 kg	1.4136	tennis	reptile, pig	1956		0.9693	-0.2615	-845 mph	0.715	-162	-0.0232	609	-131
0	254 kg	2.0461	football	bird, fish	180	0.1842	-0.065	-0.0584	900 mph	-0.3579	1017	1.1455	1752	485
2	-373 kg	0.2184	ice hockey	rat, pig, reptile	239	-0.5036	0.9704	0.8201	299 mph	0.0262	2070	-0.8703	1697	1264
3	1463 kg	-1.143	motor sports	chicken	530	n/a	0.6282	-0.8647	95 mph	0.2497	1906	1.5779	193	-101
3	634 kg	0.1406	track & field	cat, chicken	289	0.0389	-0.1739	0.4083	462 mph	-0.09	-931	1.215	2459	1340
1	246 kg	0.5386	soccer	hamster	-1665	1.3479	2.2929	1.9319	-248 mph	0.3817	1299	1.1059	896	-180
0	-1206 kg	0.9839	football	fish, guinea pig	377	-0.1511	0.585	-0.7474	2393 mph	1.3207	-733	1.087	2005	437
3	-965 kg	0.8646	track & field	cat	1553	1.0756	0.5954	0.8375	-597 mph	1.1915	882	0.3472	-494	242
2	1400 kg	-0.7999	baseball	rat, reptile, pig	1277	2.6917	NULL	1.0996	-1756 mph	0.535	-261	0.2059	-526	321
3	-181 kg	-0.4871	track & field	chicken	1310	0.0191	-0.1308	0.1287	1342 mph	-0.0685	1358	3.3624	307	164
1	684 kg	0.0807	soccer	hamster	-1038	2.2068	2.2015	-2.0606	-341 mph	0.979	410	0.5047	2264	958
0	1 kg	2.5365	volleyball	pig, dog, rat	1098	0.2269	-0.307	-0.0187	1696 mph	0.7433	-639	1.3422	1526	61
0	-539 kg	1.1831	volleyball	fish	802	-1.0626	0.983	2.1423	241 mph	1.1855	1653	-1.0558	-22	-111
1	55 kg	-0.4646	golf	hamster	609	1.9153	1.2114	N/A	394 mph	-0.7221	1180	-0.3288	-175	738
3	1259 kg	0.0168	track & field	cat, ferret	256	0.774	0.7058	0.2586	569 mph	-0.1492	1510	1.6252	-106	-244
1	80 kg	0.7115	running	rabbit	-2260	0.6277	1.3475	-1.6905	-735 mph	0.1501	529	0.6755	774	621
3	440 kg	0.1277	motor sports	cat	1335	0.7497	0.905	-1.6064	2184 mph	1.3496	865	0.6533	-1138	-98
1	-1102 kg	-1.4568	soccer	rabbit	-354	1.137	NULL	0.8194	-1782 mph	0.2649	709	-0.0445	-86	688
0	-636 kg	1.1481	football	guinea pig	843	-0.3413	1.528	0.0779	-167 mph	0.6015	-22	0.5353	-474	3306
1	623 kg	1.212	running	hamster	-594	0.9105	0.4758	1.4053	-1043 mph	0.975	665	-0.546	-347	-61
1	1139 kg	-0.91	soccer	hamster	-150	0.2441	-1.313	0.0414	317 mph	1.1666	2128	-0.264	797	370
2	4 kg	0.5819	baseball	pig, dog	660	0.5278	0.1517	0.5979	487 mph	1.3863	706	0.3028	881	-878
3	920 kg	0.7195	track & field	ferret, chicken	-124	1.7873	1.5958	-1.4352	1409 mph	-0.5396	2629	1.6293	786	445
1	-742 kg	0.1077	soccer	hamster	-295	0.042	0.9377	-0.4891	-1690 mph	1.6081	1011	0.0746	?	317
1	-576 kg	-1.1715	N/A	rabbit	126	1.5015	0.4834	0.5298	-248 mph	1.2021	-950	1.2281	575	693
0	-574 kg	0.4963	football	bird	291	-0.1339	0.8616	1.6001	324 mph	1.1383	1014	2.0427	748	668
3	1198 kg	-0.6245	track & field	ferret	1896	0.6348	0.3627	-1.9953	-595 mph	0.468	-131	1.0523	1065	719
0	238 kg	1.3491	badminton	fish	515	0.1476	0.6131	0.2179	-532 mph	1.0407	687	0.8128	-404	474
3	1101 kg	2.2999	track & field	cat, chicken	-9	1.5481	0.424	0.8717	695 mph	1.3521	975	1.1373	-884	-1186
3	1106 kg	0.7141	motor sports	reptile, dog, rat	551	n/a	0.5187	1.2995	1257 mph	-0.6006	722	0.408	403	-681
0	53 kg	-0.1783	VOLLEYBALL	bird, guinea pig	173	0.2182	-0.1617	0.4224	692 mph	0.0795	918	3.1014	1460	895
3	1184 kg	-0.726	motor sports	chicken, ferret	1098	0.3369	0.1402	0.1989	797 mph	0.1878	-385	0.934	401	1959
0	-19 kg	0.8959	football	guinea pig, bird	-794	-0.5213	0.0666	-0.2064	835 mph	-0.1525	-25	0.032	608	2334
2	1871 kg	1.4098	ICE HOCKEY	pig	-797	0.3445	0.9402	0.0039	352 mph	1.432	-1417	2.0104	352	-126
2	32 kg	1.2314	BASEBALL	rat, reptile	-315	1.1857	0.5977	0.7458	1284 mph	2.4272	116	-0.474	71	771
2	2008 kg	-0.597	ice hockey	dog, reptile, rat	1834	0.3893	1.1492	0.5618	-281 mph	-0.2357	981	0.3052	789	1426
2	1186 kg	0.4948	baseball	reptile	502	-0.0711	-0.6522	-0.4711	3095 mph	2.13	575	0.9115	1891	751
1	-290 kg	0.595	basketball	rabbit	66	-1.7003	0.6374	0.3211	1736 mph	0.4841	NULL	-0.4796	668	182
3	672 kg	-0.4699	Track & Field	ferret	555	0.6281	-0.5948	1.1782	1278 mph	-0.151	1117	1.6854	2080	-511
1	?	0.8921	running	hamster	-214	0.4869	-0.3247	1.0591	232 mph	0.851	869	-0.7838	-49	-457
2	435 kg	1.566	baseball	reptile, dog, rat	1852	-0.213	n/a	1.3528	-242 mph	0.1516	1336	-0.285	2118	-570
0	-570 kg	-0.9907	football	bird, guinea pig	406	0.0128	0.5296	-1.2221	948 mph	0.59	521	1.3199	2138	2925
0	31 kg	0.5142	Volleyball	fish	553	0.1041	0.8293	0.7956	2813 mph	1.0828	-144	1.6433	15	-769
2	715 kg	1.4708	boxing	pig	1092	1.1811	0.4492	2.086	900 mph	1.6754	1341	0.4327	328	238
3	1484 kg	0.2552	track & field	cat	1053	1.2726	1.1942	-0.6465	1658 mph	-0.0191	-242	n/a	937	781
2	888 kg	0.1892	tennis	rat	1759	1.2211	-0.4172	-0.0944	-430 mph	1.0437	-481	-0.0268	845	1381
1	-27 kg	0.0173	golf	hamster	361	0.3657	0.4699	-1.1033	914 mph	0.3607	-135	0.0397	-44	1039
1	180 kg	1.6563	soccer	hamster	1240	1.8821	0.1749	0.1407	59 mph	1.6907	-598	0.3812	-260	1960
0	-416 kg	1.2032	BADMINTON	fish, bird	-1769	-1.0749	1.0221	-0.3462	-392 mph	-0.2337	1304	1.8469	645	1353
0	-530 kg	0.2423	football	Fish, Bird	-1047	0.3982	0.1271	-0.5485	1321 mph	0.2114	980	-0.7842	-322	?
0	332 kg	0.4711	football	guinea pig	-44	1.1085	-0.1834	-0.9552	824 mph	0.9941	-275	1.2398	-20	1748
2	89 kg	2.3342	boxing	dog, rat	506	1.0065	0.2534	0.7099	-1477 mph	0.6901	-2252	1.3857	2118	2091
2	1750 kg	-1.321	N/A	reptile, pig, dog	222	1.4664	0.4597	-0.0096	-463 mph	0.814	1472	0.6378	1655	225
2	-51 kg	0.6239	tennis	dog	309	0.1895	0.8852	0.415	-523 mph	1.7077	94	1.0567	75	-389
2	1616 kg	0.7641	ice hockey	Reptile, Rat, Dog	-251	0.8749	-1.1769	-0.2537	67 mph	1.3403	-174	-1.2744	-176	576
3	2798 kg	-0.0915	motor sports	chicken	2445	1.2579	1.1951	-0.3099	1425 mph	1.4625	-2091	-1.2972	-511	2696
0	879 kg	3.7236	badminton	bird	691	-0.9025	-0.3129	-0.508	984 mph	?	712	-0.6966	966	356
3	166 kg	0.5941	track & field	cat, chicken	1068	0.2638	2.1186	0.2499	2080 mph	-0.214	1567	1.8248	1847	80
2	758 kg	-0.249	ice hockey	rat	845	0.215	0.8737	0.3316	1568 mph	1.4506	-2040	1.7894	1783	502
3	575 kg	0.0882	motor sports	ferret	-549	1.9463	0.6557	1.8204	162 mph	0.2967	-286	0.0379	1110	2308
3	496 kg	0.7285	track & field	chicken, ferret	1718	0.2861	-0.0608	-0.1714	2160 mph	-0.5469	1168	0.8182	1592	186
0	494 kg	1.4952	football	guinea pig, bird	-1911	-0.0004	0.1913	-0.0934	1425 mph	1.671	-488	2.6125	2113	-1221
2	1019 kg	0.3252	tennis	dog, pig, rat	2008	1.6692	0.2739	0.5154	-30 mph	1.1125	-175	0.6804	1592	1290
3	1062 kg	0.1262	motor sports	cat, ferret	846	0.7531	1.1917	1.3971	2245 mph	1.9061	495	-0.3939	93	-578
1	1023 kg	0.5858	running	hamster	856	0.4384	1.2	0.2926	156 mph	-0.7973	1004	0.2582	-329	594
2	202 kg	-0.8411	ice hockey	pig, dog, reptile	-1442	1.0337	0.1365	0.5973	875 mph	0.8839	660	NULL	58	-934
1	390 kg	-0.3653	golf	rabbit	123	0.8667	1.2223	-0.0897	691 mph	-0.9146	478	0.2389	54	-122
1	-412 kg	-0.3418	running	hamster	1267	0.2011	1.759	1.0238	-543 mph	1.3833	-166	-0.3206	853	552
1	334 kg	0.445	soccer	hamster	-821	0.8586	0.147	0.1736	-635 mph	-0.7448	-1261	-0.2046	1161	940
0	13 kg	0.4316	volleyball	guinea pig, fish	-688	-0.8481	0.8545	0.3975	118 mph	1.7795	1962	1.5047	-929	-340
3	167 kg	0.1429	motor sports	chicken	643	0.899	-1.0663	-1.049	-845 mph	0.622	-2168	0.4536	-510	1788
1	-468 kg	1.3201	basketball	rabbit	401	-0.4561	0.2051	1.6807	595 mph	-0.1143	615	0.0707	-1472	-766
1	-361 kg	2.2155	badminton	hamster	-457	0.1813	1.9	0.1707	-924 mph	-0.2148	-1865	1.0123	677	-911
0	31 kg	0.6952	football	guinea pig	495	0.6285	-0.4142	-0.5925	1311 mph	-0.9267	-525	0.3934	-1110	306
3	713 kg	1.7164	track & field	cat	446	0.2066	-0.2065	-0.5238	2281 mph	-0.9787	-792	0.4995	740	1573
3	2698 kg	0.9164	motor sports	ferret, cat	510	0.2415	0.4531	0.5802	468 mph	1.7446	166	-0.1234	170	892
1	-774 kg	0.572	running	hamster	-988	1.0856	1.441	-0.4281	-85 mph	0.548	-814	-0.137	472	137
1	-38 kg	-0.0792	basketball	rabbit	463	0.639	-0.1787	0.2925	-652 mph	1.03	1543	1.4379	10	479
1	-326 kg	0.4895	running	HAMSTER	28	1.1985	0.7143	-0.3912	-353 mph	0.7091	-97	-1.7462	871	-85
1	-381 kg	1.3458	running	rabbit	193	0.3166	-0.3327	1.4448	483 mph	0.0313	-862	0.6422	-617	-413
1	377 kg	-0.8168	golf	rabbit	675	0.8771	1.0864	0.9909	-147 mph	0.5724	827	0.7149	2193	-241
3	1508 kg	0.8131	track & field	ferret, chicken	n/a	0.6883	?	0.2137	963 mph	1.0085	1001	-0.5398	110	726
3	1239 kg	0.0793	track & field	ferret	554	0.6717	-1.1286	0.6484	1875 mph	1.2354	-176	2.9966	265	-1063
1	28 kg	-0.937	basketball	rabbit	277	0.7593	1.5052	-0.1657	1570 mph	-0.3426	-205	0.173	627	144
0	31 kg	0.1267	Badminton	guinea pig	568	-0.542	0.1774	0.7715	1138 mph	0.4197	-1214	-0.3761	-28	766
1	-650 kg	0.3073	basketball	rabbit	-433	0.0419	-0.677	1.8295	-875 mph	-0.9398	1505	0.0708	584	109
1	962 kg	0.3069	volleyball	rabbit	1876	0.6343	0.1905	-0.1587	1041 mph	-0.2014	956	1.2889	745	1825
3	1878 kg	-0.3087	motor sports	ferret, chicken	21	-0.3276	0.8627	1.3411	1074 mph	1.5489	-123	-1.2113	-369	48
1	-970 kg	-0.1469	basketball	hamster	370	1.3055	-0.0274	0.8788	922 mph	1.1622	-71	1.4255	-361	1487
0	-522 kg	1.8856		fish	-20	0.3922	-1.0598	0.3581	2599 mph	0.1737	-545	0.2395	-635	-1053
0	809 kg	1.7928	baseball	guinea pig	-699	-0.7341	0.3028	0.4639	791 mph	1.4369	-164	0.0526	1535	-884
0	-416 kg	-0.1653	volleyball	guinea pig	114	0.9871	-0.9243	-0.3314	653 mph	0.1866	-811	-0.9272	1707	1793
3	893 kg	0.0596	motor sports	ferret, cat	1855	0.6627	0.5713	0.3746	1878 mph	0.3262	-355	0.3107	2099	1193
1	563 kg	-0.9595	soccer	rabbit	375	1.1403	1.3978	-0.2653	-98 mph	-2.3012	824	0.0104	792	-316
3	1834 kg	1.5432	tennis	cat	1403	0.2317	1.2934	1.1547	1270 mph	2.2922	-228	1.1523	2723	569
0	-688 kg	0.3402	badminton	bird, guinea pig	-235	0.4558	-0.0429	2.0904	901 mph	0.3658	481	1.7887	2738	85
1	-832 kg	-1.8303	basketball	N/A	-1023	1.0188	1.2122	-2.4686	865 mph	0.4916	1488	0.5559	318	605
1	43 kg	1.6967	running	hamster	539	1.516	0.5368	-1.3016	-232 mph	-0.2935	658	1.0199	80	1086
0	-616 kg	-0.0108	badminton	guinea pig, bird	40	0.6965	0.079	-0.9886	-166 mph	0.9085	-169	0.7264	1102	1219
0	-671 kg	0.4612	badminton	guinea pig, bird	1695	0.8812	1.5088	0.7971	186 mph	1.0684	1087	0.8951	224	616
1	662 kg	-0.6156	soccer	rabbit	-465	0.9451	0.2405	0.2836	34 mph	0.2605	-165	0.114	?	410
3	324 kg	0.6499	track & field	cat	724	-0.1953	1.1037	0.0917	1092 mph	-0.6043	2727	1.0503	966	1913
0	-408 kg	2.1353	badminton	guinea pig, fish	-126	1.5663	0.2749	-0.8582	168 mph	-0.6771	964	1.538	1124	-359
2	502 kg	1.867	tennis	dog, pig, reptile	424	0.697	0.4164	1.8513	13 mph	2.6748	-467	0.863	-456	1672
3	1303 kg	0.0038	football	chicken, ferret	1446	N/A	0.4584	0.1031	211 mph	0.3115	123	0.8789	943	-551
0	279 kg	-0.4303	FOOTBALL	Guinea Pig, Bird	-570	-0.6977	1.9392	-1.7261	420 mph	NULL	-27	0.8061	311	1139
2	214 kg	-1.8733	ICE HOCKEY	dog, pig, rat	128	0.952	0.3563	-0.0715	158 mph	1.2537	1122	2.4495	437	-507
3	496 kg	-0.2139	track & field	ferret, chicken	345	1.4697	-0.4767	0.732	716 mph	0.4108	-89	0.833	1178	-1322
0	-434 kg	0.401	football	guinea pig	-67	0.8002	0.3578	-0.7252	2431 mph	0.693	541	0.9571	-192	1020
